                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 0.6128,                0.43393,                0.97925,                0.92074,                0.88462,                0.94995,                0.65578,                  1.165,                0.57941,                 1.4651,                0.00101,                0.00101,                0.00101
                    153,                0.61785,                0.45189,                0.99277,                0.94526,                0.91346,                0.96927,                 0.6697,                 1.1572,                0.51087,                 1.4802,              0.0010034,              0.0010034,              0.0010034
                    154,                0.60329,                0.43349,                0.99056,                0.90131,                0.96593,                0.97717,                0.68914,                 1.0779,                0.50682,                 1.4013,              0.0009968,              0.0009968,              0.0009968
                    155,                0.59252,                0.43786,                0.98555,                0.92628,                0.90385,                0.97045,                0.67313,                 1.1031,                0.52726,                 1.4008,              0.0009902,              0.0009902,              0.0009902
                    156,                0.58262,                0.42325,                0.96802,                0.91497,                0.93127,                0.95803,                0.65762,                 1.1202,                0.56354,                 1.4509,              0.0009836,              0.0009836,              0.0009836
                    157,                0.59193,                  0.435,                 0.9737,                0.95841,                0.91346,                 0.9691,                0.66179,                 1.1361,                0.54618,                 1.5283,               0.000977,               0.000977,               0.000977
                    158,                0.59623,                0.43658,                0.98563,                0.91257,                0.90326,                0.95662,                0.65741,                 1.1412,                0.56186,                 1.4744,              0.0009704,              0.0009704,              0.0009704
                    159,                0.57239,                0.41959,                0.97222,                 0.8711,                0.94231,                   0.96,                0.68341,                 1.1166,                0.53422,                 1.4654,              0.0009638,              0.0009638,              0.0009638
                    160,                0.57404,                0.43954,                0.97623,                0.91455,                0.94231,                  0.974,                0.69814,                 1.0564,                0.54988,                   1.36,              0.0009572,              0.0009572,              0.0009572
                    161,                0.58374,                0.43224,                0.96196,                0.88181,                0.93264,                0.95918,                0.66906,                 1.1085,                0.53539,                  1.457,              0.0009506,              0.0009506,              0.0009506
                    162,                0.59732,                 0.4271,                0.96897,                0.91622,                0.98077,                0.97828,                0.68127,                 1.1447,                0.53458,                 1.4673,               0.000944,               0.000944,               0.000944
                    163,                0.58615,                0.43442,                0.96929,                0.95378,                  0.875,                0.95275,                0.66271,                 1.0812,                0.49205,                 1.4495,              0.0009374,              0.0009374,              0.0009374
                    164,                0.56366,                 0.4252,                0.96205,                0.90005,                0.91346,                0.95412,                0.66175,                 1.0701,                0.57817,                 1.3843,              0.0009308,              0.0009308,              0.0009308
                    165,                0.59654,                0.45026,                0.97429,                0.92287,                0.95192,                0.98309,                0.67935,                 1.1507,                0.50364,                 1.4879,              0.0009242,              0.0009242,              0.0009242
                    166,                0.58957,                0.42841,                0.98358,                0.98802,                0.89423,                0.97996,                0.68525,                 1.0532,                0.48806,                  1.374,              0.0009176,              0.0009176,              0.0009176
                    167,                0.58873,                0.42377,                0.97259,                0.91281,                0.94231,                0.97162,                0.70279,                 1.1003,                0.50717,                 1.3799,               0.000911,               0.000911,               0.000911
                    168,                0.56831,                0.39614,                0.95946,                0.93853,                0.88082,                0.96483,                0.68825,                 1.1178,                0.53301,                 1.4013,              0.0009044,              0.0009044,              0.0009044
                    169,                0.56819,                0.40503,                0.96767,                0.92067,                 0.8927,                0.94129,                0.67235,                 1.0713,                0.51919,                 1.3623,              0.0008978,              0.0008978,              0.0008978
                    170,                0.56278,                0.41658,                0.95318,                0.91213,                0.90385,                0.96164,                0.67692,                 1.1337,                0.53892,                  1.418,              0.0008912,              0.0008912,              0.0008912
                    171,                0.55396,                0.41713,                0.96689,                0.89796,                0.95192,                 0.9602,                0.66071,                 1.1381,                0.56625,                 1.4393,              0.0008846,              0.0008846,              0.0008846
                    172,                0.54965,                0.41185,                0.96454,                0.91056,                0.97891,                0.96465,                0.69131,                 1.0788,                0.50131,                 1.3835,               0.000878,               0.000878,               0.000878
                    173,                0.56771,                0.40428,                0.96938,                0.89044,                0.95192,                0.95349,                0.68003,                 1.1267,                0.50382,                 1.4495,              0.0008714,              0.0008714,              0.0008714
                    174,                0.55038,                0.41259,                0.95234,                0.93068,                0.90361,                0.96005,                 0.6946,                 1.1013,                0.50525,                 1.3987,              0.0008648,              0.0008648,              0.0008648
                    175,                0.56245,                0.40836,                0.95597,                0.90633,                0.93039,                0.95902,                0.67335,                 1.0511,                0.54986,                 1.3647,              0.0008582,              0.0008582,              0.0008582
                    176,                0.53811,                0.38033,                0.94733,                0.93319,                0.94019,                0.96975,                0.67463,                 1.0968,                0.54876,                 1.4129,              0.0008516,              0.0008516,              0.0008516
                    177,                0.54391,                0.39548,                0.94859,                0.89632,                0.94231,                0.96546,                0.68929,                 1.0699,                0.50673,                  1.408,               0.000845,               0.000845,               0.000845
                    178,                0.55404,                0.40629,                0.95976,                0.90463,                0.94231,                0.96561,                 0.7119,                 1.0575,                0.54556,                 1.3834,              0.0008384,              0.0008384,              0.0008384
                    179,                0.53742,                0.37731,                0.94228,                0.94335,                0.85577,                0.94564,                0.68863,                 1.0815,                 0.5653,                 1.3922,              0.0008318,              0.0008318,              0.0008318
                    180,                 0.5356,                0.38417,                0.95172,                0.87223,                0.91899,                0.93647,                0.69527,                 1.0576,                0.58298,                  1.352,              0.0008252,              0.0008252,              0.0008252
                    181,                0.52295,                0.38184,                0.94644,                0.94697,                0.92308,                0.97316,                0.70278,                 1.0595,                0.54068,                 1.3722,              0.0008186,              0.0008186,              0.0008186
                    182,                0.52891,                0.38945,                0.94659,                0.95905,                0.94231,                0.97314,                0.68077,                 1.0917,                0.52112,                 1.3955,               0.000812,               0.000812,               0.000812
                    183,                0.52548,                0.38158,                  0.942,                0.91517,                0.93358,                0.95939,                0.69452,                 1.0449,                0.53762,                 1.3861,              0.0008054,              0.0008054,              0.0008054
                    184,                0.51183,                0.37781,                0.93871,                0.95049,                0.92293,                0.97015,                0.69498,                 1.0587,                0.51884,                 1.3929,              0.0007988,              0.0007988,              0.0007988
                    185,                0.50656,                0.37147,                0.93575,                0.93325,                  0.941,                0.97354,                0.69039,                 1.0591,                0.46202,                 1.3894,              0.0007922,              0.0007922,              0.0007922
                    186,                0.53616,                0.39121,                0.94093,                0.93513,                0.93269,                0.97122,                0.69017,                 1.0984,                0.56364,                 1.4153,              0.0007856,              0.0007856,              0.0007856
                    187,                0.51862,                0.37294,                0.94598,                0.90194,                0.97288,                0.97858,                0.68426,                 1.0571,                0.50028,                 1.3647,               0.000779,               0.000779,               0.000779
                    188,                0.54552,                0.38249,                0.96663,                0.96148,                0.95991,                0.98056,                0.68455,                 1.0904,                0.48333,                 1.4038,              0.0007724,              0.0007724,              0.0007724
                    189,                0.53298,                 0.3711,                0.94066,                0.96114,                0.95124,                0.98197,                0.70523,                 1.0469,                0.47331,                 1.3707,              0.0007658,              0.0007658,              0.0007658
                    190,                0.51082,                0.37176,                0.93271,                0.93572,                0.97988,                0.98297,                0.71181,                 1.0627,                0.50641,                 1.3847,              0.0007592,              0.0007592,              0.0007592
                    191,                0.49944,                0.36774,                 0.9392,                0.91492,                0.92308,                0.97234,                0.68822,                  1.129,                0.50367,                 1.4372,              0.0007526,              0.0007526,              0.0007526
                    192,                0.52075,                0.36723,                 0.9408,                0.89335,                0.95192,                0.96668,                0.69185,                 1.0817,                 0.5049,                 1.4201,               0.000746,               0.000746,               0.000746
                    193,                 0.5204,                0.37749,                0.93394,                0.93518,                0.97108,                0.96518,                0.69907,                 1.0796,                0.47204,                 1.4055,              0.0007394,              0.0007394,              0.0007394
                    194,                0.51086,                0.38109,                0.94003,                 0.8926,                0.96154,                0.96802,                0.70873,                  1.065,                0.47338,                 1.4054,              0.0007328,              0.0007328,              0.0007328
                    195,                 0.4756,                0.36126,                0.92122,                0.94321,                0.95825,                0.97031,                0.69938,                 1.1099,                0.47397,                 1.4329,              0.0007262,              0.0007262,              0.0007262
                    196,                0.50273,                0.37284,                0.93574,                0.91774,                0.92308,                0.96512,                0.70497,                 1.0847,                0.51349,                 1.4224,              0.0007196,              0.0007196,              0.0007196
                    197,                0.53773,                 0.3726,                0.94437,                 0.8923,                0.95595,                 0.9651,                 0.7061,                 1.0604,                0.50051,                  1.385,               0.000713,               0.000713,               0.000713
                    198,                0.51102,                0.35869,                0.93856,                0.95031,                0.96154,                0.97724,                0.70298,                  1.065,                0.48228,                 1.4025,              0.0007064,              0.0007064,              0.0007064
                    199,                0.51679,                  0.384,                0.94819,                0.87312,                0.90385,                0.91881,                0.68301,                 1.0783,                0.53882,                 1.4312,              0.0006998,              0.0006998,              0.0006998
                    200,                0.50506,                0.37266,                0.94066,                0.88183,                0.89423,                0.92749,                0.67862,                 1.1123,                0.48445,                 1.4332,              0.0006932,              0.0006932,              0.0006932
                    201,                0.49928,                0.35739,                0.92281,                0.93107,                0.90914,                0.95847,                0.69473,                  1.077,                0.47467,                 1.4227,              0.0006866,              0.0006866,              0.0006866
                    202,                0.48985,                0.36222,                0.93042,                0.90446,                0.91029,                0.94202,                0.68942,                 1.0751,                0.52989,                 1.4108,                0.00068,                0.00068,                0.00068
                    203,                0.49053,                 0.3719,                0.93414,                0.89387,                0.92308,                0.94903,                0.71134,                 1.0779,                0.50342,                 1.4226,              0.0006734,              0.0006734,              0.0006734
                    204,                0.49579,                 0.3667,                0.93631,                0.89084,                0.94167,                0.95722,                 0.7054,                 1.0417,                0.53832,                 1.3348,              0.0006668,              0.0006668,              0.0006668
                    205,                0.49795,                0.36221,                0.92127,                 0.9401,                0.94231,                0.97446,                0.70577,                 1.0672,                0.54592,                  1.346,              0.0006602,              0.0006602,              0.0006602
                    206,                0.48244,                0.34109,                0.92272,                 0.8803,                0.91932,                 0.9417,                0.69872,                 1.0777,                0.55661,                 1.3822,              0.0006536,              0.0006536,              0.0006536
                    207,                0.49724,                 0.3518,                0.93816,                0.94091,                 0.9187,                0.97007,                0.70439,                  1.021,                0.54813,                 1.3369,               0.000647,               0.000647,               0.000647
                    208,                 0.4877,                0.35716,                0.93355,                0.91597,                0.92308,                0.96266,                  0.689,                 1.0822,                0.54239,                 1.4114,              0.0006404,              0.0006404,              0.0006404
                    209,                0.50052,                0.36957,                0.93608,                0.86852,                0.95276,                0.96367,                0.69493,                 1.1302,                 0.5296,                 1.4391,              0.0006338,              0.0006338,              0.0006338
                    210,                0.48186,                0.34579,                0.91052,                 0.9338,                 0.9495,                0.97014,                0.70199,                 1.1068,                0.48763,                 1.4574,              0.0006272,              0.0006272,              0.0006272
                    211,                 0.4784,                0.35049,                0.91883,                0.94221,                0.94058,                0.96655,                0.69081,                 1.0773,                0.54112,                 1.3897,              0.0006206,              0.0006206,              0.0006206
                    212,                0.47534,                0.35417,                0.91853,                0.89801,                0.94231,                0.96827,                0.70852,                 1.0409,                0.50877,                  1.346,               0.000614,               0.000614,               0.000614
                    213,                0.47579,                0.35856,                 0.9282,                0.90967,                0.96832,                0.97366,                0.70513,                  1.029,                0.49966,                 1.3262,              0.0006074,              0.0006074,              0.0006074
                    214,                0.46879,                 0.3507,                0.92292,                0.89628,                0.95192,                0.96915,                 0.6818,                 1.1223,                0.57764,                 1.4311,              0.0006008,              0.0006008,              0.0006008
                    215,                0.48618,                0.35364,                0.92874,                 0.9229,                 0.9208,                0.95327,                0.68569,                 1.0833,                0.58917,                 1.4277,              0.0005942,              0.0005942,              0.0005942
                    216,                0.46361,                0.34201,                0.92488,                0.88482,                0.96028,                0.95894,                0.71057,                 1.0596,                0.51197,                 1.3984,              0.0005876,              0.0005876,              0.0005876
                    217,                0.45235,                0.33577,                 0.9127,                0.91447,                0.94231,                0.97126,                0.71939,                 1.0409,                0.50405,                 1.3507,               0.000581,               0.000581,               0.000581
                    218,                0.46729,                0.35004,                0.91205,                0.90852,                0.95494,                0.96682,                0.70101,                 1.0474,                0.50019,                 1.3696,              0.0005744,              0.0005744,              0.0005744
                    219,                0.44812,                0.33556,                0.90814,                0.87421,                0.93558,                 0.9505,                0.67874,                 1.1215,                0.51674,                 1.4476,              0.0005678,              0.0005678,              0.0005678
                    220,                0.45679,                0.34257,                0.92019,                0.94618,                0.90385,                0.97264,                0.70039,                 1.1037,                0.48186,                  1.404,              0.0005612,              0.0005612,              0.0005612
                    221,                0.45974,                0.33181,                0.92097,                0.93282,                0.94231,                0.97282,                0.70237,                  1.139,                0.52003,                  1.416,              0.0005546,              0.0005546,              0.0005546
                    222,                0.46731,                0.34384,                0.91304,                0.93262,                0.93168,                0.96747,                0.70582,                 1.1422,                0.50945,                 1.4299,               0.000548,               0.000548,               0.000548
                    223,                 0.4503,                0.33832,                0.91001,                0.89714,                0.92308,                0.94921,                0.69508,                 1.1383,                0.49611,                 1.4499,              0.0005414,              0.0005414,              0.0005414
                    224,                0.46483,                 0.3361,                0.92459,                0.96436,                0.91346,                0.97978,                0.71337,                 1.0844,                0.51858,                 1.3768,              0.0005348,              0.0005348,              0.0005348
                    225,                0.44777,                0.32957,                0.90989,                0.90807,                0.96154,                0.96638,                 0.7103,                 1.0493,                 0.4897,                 1.3531,              0.0005282,              0.0005282,              0.0005282
                    226,                0.44088,                0.33545,                0.90726,                0.90452,                0.93269,                0.95137,                0.70812,                 1.0615,                 0.4833,                 1.3702,              0.0005216,              0.0005216,              0.0005216
                    227,                0.44835,                0.33924,                0.92205,                0.88199,                0.93426,                0.95313,                0.71347,                 1.0759,                0.48557,                 1.3929,               0.000515,               0.000515,               0.000515
                    228,                0.45854,                 0.3365,                0.92145,                0.90195,                0.97294,                0.97549,                0.70417,                 1.1039,                0.46579,                 1.4265,              0.0005084,              0.0005084,              0.0005084
                    229,                0.42889,                0.32939,                 0.8989,                0.91082,                0.88384,                0.94252,                0.69079,                 1.0716,                0.51216,                 1.3964,              0.0005018,              0.0005018,              0.0005018
                    230,                 0.4438,                0.34246,                0.91753,                0.87293,                0.93269,                0.95167,                0.69573,                 1.0793,                 0.4965,                  1.399,              0.0004952,              0.0004952,              0.0004952
                    231,                0.43482,                 0.3221,                0.90637,                0.92066,                0.89262,                0.94046,                0.69368,                  1.157,                0.55394,                 1.4938,              0.0004886,              0.0004886,              0.0004886
                    232,                 0.4416,                0.32893,                0.90634,                0.92163,                0.92308,                0.95018,                0.69956,                 1.1296,                0.55073,                 1.4636,               0.000482,               0.000482,               0.000482
                    233,                0.42777,                0.32819,                0.89309,                0.93621,                0.88462,                0.94022,                0.68161,                 1.1602,                0.54016,                 1.5133,              0.0004754,              0.0004754,              0.0004754
                    234,                0.43042,                0.31763,                0.89737,                 0.9386,                0.88195,                0.95128,                0.69514,                 1.0736,                0.56863,                  1.407,              0.0004688,              0.0004688,              0.0004688
                    235,                0.41556,                0.31241,                 0.8996,                0.91054,                0.91346,                0.95952,                0.69133,                 1.0862,                0.59024,                 1.4222,              0.0004622,              0.0004622,              0.0004622
                    236,                0.45312,                0.33332,                0.91059,                 0.9405,                0.91186,                0.97066,                0.70741,                 1.0593,                0.53334,                 1.3767,              0.0004556,              0.0004556,              0.0004556
                    237,                0.44128,                0.32437,                 0.9071,                0.94112,                0.92217,                0.97307,                0.71224,                 1.0313,                 0.5142,                 1.3584,               0.000449,               0.000449,               0.000449
                    238,                0.42124,                0.31234,                0.90552,                0.93255,                0.93061,                0.96845,                0.70812,                 1.0512,                0.53137,                 1.3725,              0.0004424,              0.0004424,              0.0004424
                    239,                0.41374,                0.30546,                0.89564,                0.90771,                0.94575,                0.97542,                0.70599,                 1.0525,                0.54747,                 1.3623,              0.0004358,              0.0004358,              0.0004358
                    240,                0.42332,                0.32415,                0.90161,                0.93325,                0.94112,                0.97677,                 0.7212,                 1.0126,                 0.5019,                 1.3405,              0.0004292,              0.0004292,              0.0004292
                    241,                0.42694,                0.32345,                0.90653,                0.90748,                0.94311,                0.97651,                0.71621,                  1.017,                0.46341,                 1.3431,              0.0004226,              0.0004226,              0.0004226
                    242,                0.41038,                0.30546,                0.89191,                0.94198,                0.89423,                0.97352,                0.71123,                 1.0487,                0.51843,                 1.3734,               0.000416,               0.000416,               0.000416
                    243,                0.42277,                0.32185,                0.90041,                0.90534,                0.91961,                  0.967,                0.71835,                 1.0402,                0.54564,                 1.3855,              0.0004094,              0.0004094,              0.0004094
                    244,                0.41393,                0.30848,                0.89223,                0.92982,                0.89183,                0.96031,                0.72068,                 1.0157,                0.52811,                 1.3505,              0.0004028,              0.0004028,              0.0004028
                    245,                0.39799,                0.30113,                0.89173,                0.93173,                0.94231,                0.97386,                 0.7147,                 1.0425,                 0.5203,                 1.3903,              0.0003962,              0.0003962,              0.0003962
                    246,                0.41736,                0.32268,                0.90838,                0.91686,                0.95441,                0.97549,                0.71267,                 1.0883,                0.49237,                 1.4149,              0.0003896,              0.0003896,              0.0003896
                    247,                0.40858,                0.30406,                0.90241,                0.92356,                0.97115,                0.97657,                0.71335,                 1.1145,                0.49043,                 1.4413,               0.000383,               0.000383,               0.000383
                    248,                0.40188,                0.30795,                0.89225,                0.93401,                0.95268,                0.95845,                0.70809,                 1.0135,                0.48608,                 1.3589,              0.0003764,              0.0003764,              0.0003764
                    249,                0.41134,                0.32755,                0.89436,                0.92592,                0.96144,                0.97017,                0.71679,                 1.0584,                 0.5195,                 1.3926,              0.0003698,              0.0003698,              0.0003698
                    250,                0.41016,                0.30693,                 0.8981,                 0.9709,                0.93269,                0.98343,                0.72202,                 1.0317,                0.48613,                 1.3756,              0.0003632,              0.0003632,              0.0003632
                    251,                0.41147,                0.31276,                 0.9023,                 0.9094,                0.96517,                0.96537,                0.71956,                 1.0364,                0.46174,                 1.3549,              0.0003566,              0.0003566,              0.0003566
                    252,                0.39311,                0.28984,                0.88157,                0.93294,                0.96154,                 0.9659,                0.71094,                 1.0231,                0.45337,                 1.3246,                0.00035,                0.00035,                0.00035
                    253,                0.40477,                0.30377,                0.89855,                0.95054,                0.92394,                0.97752,                0.71922,                 1.0303,                0.48193,                 1.3386,              0.0003434,              0.0003434,              0.0003434
                    254,                0.41898,                0.31474,                0.90372,                0.95989,                 0.9204,                0.97298,                0.71589,                 1.0252,                0.47676,                 1.3616,              0.0003368,              0.0003368,              0.0003368
                    255,                0.39895,                0.30088,                0.89885,                0.97134,                0.92308,                0.98023,                0.72129,                 1.0268,                0.51481,                 1.3608,              0.0003302,              0.0003302,              0.0003302
                    256,                0.39675,                0.29549,                0.89268,                0.95114,                0.93269,                0.97751,                0.71811,                 1.0441,                0.47329,                 1.3782,              0.0003236,              0.0003236,              0.0003236
                    257,                0.39679,                0.29789,                0.89937,                0.93494,                0.96731,                 0.9816,                0.71513,                 1.0501,                0.47616,                 1.3879,               0.000317,               0.000317,               0.000317
                    258,                0.38366,                0.28891,                0.88295,                 0.9425,                0.94568,                0.97632,                0.71438,                 1.0414,                 0.4439,                 1.3754,              0.0003104,              0.0003104,              0.0003104
                    259,                0.38822,                0.28555,                0.89429,                0.91781,                0.94231,                0.97529,                0.72284,                 1.0221,                0.44809,                 1.3546,              0.0003038,              0.0003038,              0.0003038
                    260,                0.40927,                0.30911,                0.90696,                0.90723,                0.94036,                0.96823,                0.72075,                 1.0298,                 0.4562,                 1.3557,              0.0002972,              0.0002972,              0.0002972
                    261,                0.38006,                0.28849,                0.88245,                0.90772,                0.94581,                0.97513,                 0.7213,                 1.0257,                0.46541,                 1.3472,              0.0002906,              0.0002906,              0.0002906
                    262,                0.36827,                0.28034,                0.89154,                0.93417,                0.95523,                 0.9775,                0.72426,                0.99156,                0.46046,                 1.3259,               0.000284,               0.000284,               0.000284
                    263,                0.37768,                0.29136,                0.88785,                0.92711,                0.97839,                0.97778,                0.73379,                0.99357,                0.45722,                  1.337,              0.0002774,              0.0002774,              0.0002774
                    264,                0.38836,                0.29609,                0.88682,                0.91139,                0.97115,                0.97856,                0.73102,                 1.0066,                0.44399,                 1.3318,              0.0002708,              0.0002708,              0.0002708
                    265,                0.37915,                0.28777,                0.88142,                0.93494,                0.96732,                 0.9811,                0.72975,                 1.0521,                0.44159,                 1.3891,              0.0002642,              0.0002642,              0.0002642
                    266,                0.38168,                0.29536,                0.88711,                0.94329,                0.95965,                 0.9841,                0.72318,                 1.0796,                0.45411,                 1.4127,              0.0002576,              0.0002576,              0.0002576
                    267,                0.39189,                 0.3031,                0.90287,                0.93416,                0.95192,                0.98284,                0.71639,                 1.0699,                0.44961,                 1.4098,               0.000251,               0.000251,               0.000251
                    268,                0.38075,                0.28093,                0.89181,                0.91714,                0.95793,                0.97957,                0.71651,                 1.0604,                0.45921,                 1.4064,              0.0002444,              0.0002444,              0.0002444
                    269,                0.36709,                0.28282,                 0.8842,                0.93408,                 0.9538,                0.97911,                0.71306,                 1.0561,                0.47046,                 1.3988,              0.0002378,              0.0002378,              0.0002378
                    270,                0.37252,                0.28103,                 0.8774,                 0.9274,                0.94231,                0.96985,                0.71071,                 1.0827,                0.47302,                 1.4212,              0.0002312,              0.0002312,              0.0002312
                    271,                0.37826,                0.29606,                0.89887,                0.89481,                0.95192,                0.97714,                0.71433,                 1.0825,                0.54772,                 1.4015,              0.0002246,              0.0002246,              0.0002246
                    272,                0.37684,                0.28759,                0.88657,                0.94132,                0.92547,                0.97748,                0.71548,                 1.0737,                0.49989,                  1.418,               0.000218,               0.000218,               0.000218
                    273,                0.38031,                0.28778,                0.89152,                0.95023,                0.92308,                0.97751,                0.72027,                 1.0717,                0.50653,                 1.4176,              0.0002114,              0.0002114,              0.0002114
                    274,                0.35163,                0.26984,                0.87265,                0.93608,                0.93269,                0.96572,                0.70846,                 1.0632,                0.48572,                 1.4333,              0.0002048,              0.0002048,              0.0002048
                    275,                0.37078,                0.27932,                0.89532,                 0.9305,                0.94231,                0.97467,                0.71257,                 1.0761,                0.44791,                   1.43,              0.0001982,              0.0001982,              0.0001982
                    276,                0.36439,                0.27604,                0.88641,                0.91588,                0.94225,                0.97392,                0.71739,                 1.0707,                0.46098,                 1.4286,              0.0001916,              0.0001916,              0.0001916
                    277,                0.36768,                0.28704,                 0.8818,                0.93331,                0.94199,                0.97129,                0.71646,                 1.0707,                0.47874,                 1.4181,               0.000185,               0.000185,               0.000185
                    278,                 0.3532,                 0.2646,                0.86843,                0.93344,                0.94401,                0.97416,                0.72213,                 1.0664,                0.48653,                 1.3933,              0.0001784,              0.0001784,              0.0001784
                    279,                0.36054,                 0.2747,                0.88347,                0.94039,                0.95192,                0.97873,                0.71386,                 1.0901,                0.48634,                  1.427,              0.0001718,              0.0001718,              0.0001718
                    280,                 0.3511,                0.26971,                0.87614,                0.94335,                0.96072,                0.98332,                0.72072,                 1.0641,                0.48722,                 1.4045,              0.0001652,              0.0001652,              0.0001652
                    281,                0.35736,                0.26865,                0.88712,                0.94259,                0.94724,                0.98223,                0.72498,                  1.064,                0.51871,                 1.4027,              0.0001586,              0.0001586,              0.0001586
                    282,                0.33907,                0.26609,                 0.8711,                0.94299,                0.95434,                0.98345,                0.72093,                 1.0654,                0.50731,                 1.4069,               0.000152,               0.000152,               0.000152
                    283,                0.35478,                 0.2748,                0.87501,                0.95261,                0.96652,                0.98524,                0.72501,                 1.0593,                 0.4762,                 1.4038,              0.0001454,              0.0001454,              0.0001454
                    284,                0.34957,                0.26291,                0.87553,                0.94104,                0.96154,                0.98364,                0.72259,                 1.0611,                0.46724,                 1.4047,              0.0001388,              0.0001388,              0.0001388
                    285,                  0.346,                0.27113,                0.87218,                0.93087,                0.95192,                0.98121,                0.71924,                 1.0748,                0.47526,                 1.4188,              0.0001322,              0.0001322,              0.0001322
                    286,                0.34685,                0.26854,                0.87377,                0.96136,                0.91346,                0.98135,                0.71836,                 1.0691,                0.48415,                 1.4168,              0.0001256,              0.0001256,              0.0001256
                    287,                0.34808,                0.26968,                0.87765,                0.95984,                0.92308,                0.98296,                0.72158,                 1.0724,                0.47505,                   1.42,               0.000119,               0.000119,               0.000119
                    288,                0.34285,                0.26607,                0.87383,                0.95891,                0.93269,                0.98305,                0.72073,                 1.0729,                0.47253,                 1.4151,              0.0001124,              0.0001124,              0.0001124
                    289,                0.33705,                0.25785,                0.86651,                0.94336,                0.96084,                0.98274,                0.71878,                 1.0791,                0.47406,                  1.427,              0.0001058,              0.0001058,              0.0001058
                    290,                0.33084,                 0.2572,                0.86337,                0.92135,                0.97115,                0.98053,                0.71998,                 1.0865,                0.47449,                 1.4371,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.29673,                 0.2211,                0.82056,                0.94893,                0.89336,                0.97002,                 0.7093,                 1.0724,                0.50502,                 1.4279,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.28823,                 0.2133,                0.83153,                0.95566,                0.92308,                0.97278,                0.70043,                 1.0564,                0.49545,                 1.4235,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.27231,                0.20066,                0.81608,                0.96628,                0.91346,                0.97525,                0.70416,                 1.0449,                0.47309,                 1.4103,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.26976,                0.19877,                 0.8149,                0.94261,                0.94763,                0.97997,                0.69981,                 1.0634,                 0.4738,                 1.4411,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.25366,                0.19655,                0.80576,                0.95067,                0.94231,                 0.9785,                0.70837,                 1.0435,                 0.4751,                 1.4195,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.25401,                0.19482,                 0.7967,                0.96999,                0.93253,                0.98201,                0.71044,                 1.0355,                0.48623,                 1.4089,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.24382,                0.19249,                0.80737,                0.93704,                0.94231,                0.97853,                0.71311,                 1.0392,                0.50536,                 1.4142,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.24798,                0.18945,                0.81565,                0.94753,                0.94231,                0.97917,                0.71011,                 1.0428,                0.49266,                 1.4211,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.24362,                0.19553,                 0.8119,                0.95221,                0.95787,                0.98363,                 0.7093,                  1.031,                0.49029,                 1.4065,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.24059,                0.18973,                0.80728,                0.95212,                0.95599,                0.98371,                0.70561,                 1.0366,                0.48366,                 1.4114,               3.32e-05,               3.32e-05,               3.32e-05
